name,repeat_status,stim_type
images/objects/heartchocolat.jpg,repeat,object
images/objects/26440261.thl.jpg,original,object
images/objects/funlamp.jpg,original,object
images/faces/male/Bryan_Cranston.jpg,original,face
images/faces/male/Sanjay_Gupta.jpg,original,face
images/faces/female/Hillary_Duff.jpg,original,face
images/objects/DSCN3767-sm.jpg,original,object
images/objects/tricycle.jpg,original,object
images/faces/female/Hillary_Duff.jpg,repeat,face
images/objects/22856784.thl.jpg,original,object
images/faces/male/Lionel_Messi.jpg,original,face
images/faces/female/Mary_Barra.jpg,original,face
images/faces/male/Max_Verstappen.jpg,original,face
images/objects/8245419.thl.jpg,original,object
images/faces/female/Margaret_Atwood.jpg,original,face
images/faces/female/Nora_Roberts.jpg,original,face
images/objects/22925624.thl.jpg,original,object
images/objects/AANTHAT2.jpg,original,object
images/objects/ACANOL.jpg,original,object
images/objects/26425322.thl.jpg,repeat,object
images/faces/male/George_Clooney.jpg,repeat,face
images/objects/Abottleopener.jpg,original,object
images/objects/Aflower136.jpg,original,object
images/objects/jumpmattress.jpg,original,object
images/objects/fireking-file-cabinet.jpg,original,object
images/faces/male/Spike_Lee.jpg,original,face
images/faces/male/Caleb_Dressel.jpg,original,face
images/objects/26424075.thl.jpg,original,object
images/objects/saltpeppershakerjpg.jpg,original,object
images/objects/Atoyfiretru11.jpg,original,object
images/objects/AARMCHA25.jpg,original,object
images/faces/male/Tom_Hardy.jpg,repeat,face
images/objects/ATOWRACK3.jpg,original,object
images/objects/23051010.thl.jpg,repeat,object
images/objects/ACENTRIF5.jpg,original,object
images/objects/26387436.thl.jpg,original,object
images/faces/male/Paul_Rudd.jpg,original,face
images/objects/26424973.thl.jpg,original,object
images/faces/male/Donald_Glover.jpg,original,face
images/faces/female/Scarlett_Johansson.jpg,original,face
images/objects/26684634.thl.jpg,original,object
images/objects/AAIRPORTC.jpg,original,object
images/faces/female/Billie_Eilish.jpg,original,face
images/faces/female/Jennifer_Lopez.jpg,original,face
images/faces/female/Beyonce.jpg,repeat,face
images/faces/male/Mitch_McConnell.jpg,original,face
images/faces/female/Vanessa_Hudgens.jpg,original,face
images/objects/ACDRAINER.jpg,original,object
images/faces/male/David_Schwimmer.jpg,original,face
images/faces/male/Prince_Harry.jpg,repeat,face
images/objects/retainertheeth.jpg,original,object
images/faces/male/Eddie_Redmayne.jpg,original,face
